state,county,County_name,Civilian_labor_force_2019,Unemployed_2019,Unemployment_rate_2019,State_Abbr,less_than_high_school,high_school_diploma,some_college,bach_degree,CENSUS_2010_POP,ESTIMATES_BASE_2010,POP_ESTIMATE_2019,N_POP_CHG_2019,Births_2019,Deaths_2019,NATURAL_INC_2019,INTERNATIONAL_MIG_2019,DOMESTIC_MIG_2019,NET_MIG_2019,RESIDUAL_2019,GQ_ESTIMATES_2019,R_birth_2019,R_death_2019,R_NATURAL_INC_2019,R_INTERNATIONAL_MIG_2019,R_DOMESTIC_MIG_2019,R_NET_MIG_2019,cases,deaths
30,000,,533503,18583,200.4,MT,48608,208896,233893,222870,989415,989407,1068778,8113,11618,9870,1748,322,6024,6346,19,28943,591.275853008,562.229838742,29.046014268,12.215759926,-136.063087556,-123.847327642,33495,378
37,000,,5080443,196565,427.8,NC,869866,1780253,2132449,2099206,9535483,9535751,10488084,106469,119203,94312,24891,14184,67338,81522,56,280891,1027.020503042,1094.228118496,-67.207615456,57.049026780,471.534072601,528.583099386,276706,4405
46,000,,464003,15284,253.4,SD,46944,173262,185400,161477,814180,814198,884659,5961,11911,7337,4574,418,964,1382,5,34018,889.104377917,611.254627811,277.849750107,12.173778443,-304.154295534,-291.980517094,47324,437
10,000,,487265,18420,11.7,DE,67482,208557,176708,207232,897934,897937,973764,8285,10683,9454,1229,73,6961,7034,22,24895,32.939037532,30.584114148,2.354923385,0.218504733,32.804976397,33.02348113,25035,710
23,000,,692736,20978,53.9,ME,74426,308013,286179,299279,1328361,1328358,1344212,5155,12073,14335,-2262,852,6613,7465,-48,37206,138.665942189,183.157814066,-44.491871876,8.018568235,90.336339450,98.354907684,6711,147
53,000,,3914158,166445,221.4,WA,444721,1109016,1684945,1763261,6724540,6724540,7614893,91024,87950,58587,29363,24103,37476,61579,82,147820,417.208490473,363.382171288,53.826319185,46.394770263,327.710080007,374.104850269,113107,2466
16,000,,881897,25649,151,ID,102691,301860,391446,293269,1567582,1567657,1787065,36529,22220,13308,8912,167,27360,27527,90,30331,534.500560968,355.654702104,178.845858863,16.521531419,358.763301243,375.284832650,65272,631
13,000,,5110328,175011,620.8,GA,903914,1890132,1912385,2080116,9687653,9688729,10617423,106292,127873,86319,41554,15053,49680,64733,5,266840,1780.079990953,1651.352584432,128.727406521,94.523295751,646.184400875,740.707696612,371449,7786
56,000,,292260,10528,81.3,WY,27644,111899,145071,104677,563626,563775,578759,1158,6601,4971,1630,538,-1012,-474,2,14240,247.502073631,209.262765306,38.239308324,17.265228996,-83.387214243,-66.121985249,13723,87
12,000,,10336762,320693,233,FL,1769489,4231678,4402103,4283457,18801310,18804564,21477737,233420,221695,211692,10003,88678,133910,222588,829,429975,651.347881673,741.419342799,-90.071461129,92.923403174,547.138974556,640.062377813,805479,16788
54,000,,796971,39118,316.7,WV,174230,523536,332568,261750,1852994,1853018,1792147,-12144,17888,22567,-4679,-349,-7073,-7422,-43,46910,516.947957040,713.310558948,-196.362601916,-7.454786056,-286.583423995,-294.038210049,24883,457
26,000,,4937272,201446,411.8,MI,641536,1966809,2226818,1937052,9883640,9884116,9986857,2785,109472,95983,13489,13146,-23670,-10524,-180,223499,793.260128650,927.629442678,-134.369314029,42.636071738,47.365900847,90.001972579,195989,7696
20,000,,1486619,47055,312.4,KS,175719,492819,603061,623076,2853118,2853123,2913314,1955,35457,25230,10227,4104,-12357,-8253,-19,80546,1210.070012009,1080.369574732,129.700437277,90.532766483,-749.750668877,-659.217902382,86809,1026
38,000,,403602,9579,147.5,ND,36794,131264,177779,144396,672591,672576,762062,3982,10536,6250,4286,951,-1267,-316,12,24335,651.457328826,529.101340536,122.355988293,52.230318910,-308.909617561,-256.679298622,45043,531
45,000,,2376072,67707,153.9,SC,435770,998459,1022950,927823,4625364,4625366,5148714,64558,56353,50744,5609,5724,53034,58758,191,133728,483.394352094,530.803439741,-47.409087644,29.426005250,214.709014767,244.135020021,178023,3936
72,000,,1076537,89211,780.5,PR,578229,659670,527171,599328,3725789,3726157,3193694,,,,,,,,,,,,,,,,64546,0
34,000,,4493127,159793,80.8,NJ,641113,1683568,1420805,2384056,8791894,8791978,8882190,-3835,99501,75723,23778,21284,-48946,-27662,49,180487,223.413606116,190.340986069,33.072620049,36.222960654,-99.489968436,-63.267007780,240811,16354
25,000,,3817437,110880,45.4,MA,454360,1150846,1105887,2037702,6547629,6547785,6892503,9868,70419,58564,11855,28426,-30274,-1848,-139,246195,134.822956708,125.171329623,9.651627085,43.081580407,-38.274108073,4.807472332,155325,10007
01,000,,2241752,67265,230.9,AL,470043,1020172,987148,822595,4779736,4780125,4903185,15504,57313,53879,3434,2772,9387,12159,-89,116625,747.788187319,818.587634844,-70.79944752,23.069699584,-93.319593082,-70.249893488,193985,2973
49,000,,1607694,41910,97.1,UT,143360,407324,638721,592660,2763885,2763891,3205958,52408,48642,17443,31199,5579,15588,21167,42,48364,388.257933036,188.339399677,199.918533357,23.759892171,203.962607847,227.722500015,116271,606
19,000,,1738833,47810,268.4,IA,166709,648137,679510,587017,3046355,3046871,3155070,6452,37672,28809,8863,2663,-5011,-2348,-63,96609,1121.264080492,1066.390894185,54.873186307,53.050131258,-307.023825398,-253.973694141,131050,1733
55,000,,3105155,103935,270.3,WI,317174,1216570,1236655,1160490,5686986,5687285,5822434,15028,63712,50393,13319,3341,-1438,1903,-194,143849,734.607334095,718.414069161,16.193264928,23.519025843,79.985209215,103.504235059,241422,2110
35,000,,954605,46434,174.4,NM,205558,368487,442039,378196,2059179,2059199,2096829,4088,23125,18388,4737,1546,-2136,-590,-59,42907,339.324695945,324.039454302,15.285241640,22.005662205,-127.722981465,-105.717319251,47232,1026
15,000,,664992,18019,11.3,HI,80687,273614,313018,320979,1360211,1360217,1415786,-4721,16878,12748,4130,5014,-13817,-8803,-48,42915,45.356132395,37.130532844,8.225599551,13.147282464,-22.184159946,-9.036877477,15287,218
24,000,,3260668,116699,95.3,MD,409757,1021847,1052689,1630565,5773552,5773794,6045680,9878,70091,51453,18638,15011,-23665,-8654,-106,140499,252.555111188,235.217897001,17.337214187,27.037787331,20.857911074,47.895698407,146627,4142
42,000,,6491648,284018,314.9,PA,874018,3133655,2168373,2745317,12702379,12702868,12801989,1067,135190,133439,1751,19532,-19588,-56,-628,421745,648.491535454,756.858496222,-108.366960767,46.853484975,-111.13867194,-64.285186965,214500,8888
40,000,,1841206,60655,266.2,OK,313788,806407,805736,648070,3751351,3751582,3956971,16736,48759,40266,8493,4484,3822,8306,-63,110059,893.644798035,884.039504517,9.605293512,60.588849557,-288.880793385,-228.291943806,124108,1345
47,000,,3344858,113355,378.9,TN,590270,1467848,1266537,1206051,6346105,6346276,6829174,57543,80239,67977,12262,9293,36009,45302,-21,158077,1011.656214786,1110.947321718,-99.291106927,46.306149341,585.206585097,631.512734429,257658,3322
41,000,,2104073,78772,158.3,OR,274182,656365,982329,937817,3831074,3831079,4217737,35851,43305,36563,6742,3295,25821,29116,-7,89211,355.924567385,371.099236211,-15.174668826,7.587944258,376.633498597,384.221442852,45419,691
09,000,,1913531,71364,29,CT,235826,670519,607136,965227,3574097,3574147,3565287,-6233,34567,31149,3418,12323,-22059,-9736,85,110867,71.677018495,71.153666590,0.523351904,20.212027103,-38.069129146,-17.857102044,71066,4616
04,000,,3551259,166755,96.7,AZ,613002,1112551,1570308,1338071,6392017,6392288,7278717,120693,81942,60523,21419,7782,91017,98799,475,161893,170.545511716,148.356864814,22.188646900,12.395706915,115.203843126,127.599550042,247484,5981
31,000,,1035240,31558,283.2,NE,110739,326549,415959,389216,1826341,1826305,1934408,8794,25343,15582,9761,3295,-4220,-925,-42,51012,1071.982052717,904.412231348,167.569821374,60.290504545,-537.381934267,-477.091429707,71433,658
33,000,,773734,19680,25.2,NH,67607,263005,274078,347425,1316470,1316462,1359711,6246,12004,12125,-121,1947,4469,6416,-49,41073,82.529232022,100.303125448,-17.773893424,9.735964480,43.672766484,53.408730964,11178,483
17,000,,6446615,255857,451.3,IL,964587,2267535,2492430,2957791,12830632,12831572,12671821,-51250,144299,110004,34295,19209,-104986,-85777,232,296807,1068.207014286,1130.876470112,-62.669455821,56.749442990,-689.349048698,-632.599605711,418799,9813
02,000,,346372,21199,222.2,AK,34580,133080,168774,139162,707419,707484,728818,-3570,10007,4800,5207,654,-9447,-8793,16,26655,351.115596679,198.826694631,152.288902049,44.501573717,-330.796321435,-286.294747732,16460,78
29,000,,3083257,101563,421,MO,430529,1266430,1246796,1181083,5988927,5988950,6137428,15805,71297,60141,11156,5503,-710,4793,-144,174478,1313.552058006,1291.360856890,22.191201115,34.715685548,-133.783038163,-99.067352614,174571,2846
32,000,,1542021,59962,58.5,NV,274069,562904,678487,485221,2699768,2699893,3079283,52769,35926,25603,10323,-970,43161,42191,255,37662,165.355729268,157.804684937,7.551044331,-6.705670490,174.730465821,168.024795329,101594,1783
51,000,,4412258,123119,425.3,VA,612820,1381080,1549589,2186863,7994802,8001049,8535519,34233,98403,69729,28674,14869,-9136,5733,-174,244897,1380.738830994,1446.334276163,-65.595445167,90.088553422,119.833880647,209.922434062,182392,3655
39,000,,5802322,238748,394.4,OH,786160,2639478,2305877,2205570,11536504,11536751,11689100,12759,134291,117750,16541,9553,-12916,-3363,-419,317286,975.828156489,939.582216642,36.245939849,26.427355568,-74.564315518,-48.136959954,219000,5303
50,000,,342227,8157,37.9,VT,32707,128172,114710,164106,625741,625737,623989,-369,5581,5634,-53,383,-682,-299,-17,25701,125.209093172,131.199318004,-5.990224834,3.752260349,-3.473009001,0.279251353,2188,58
06,000,,19411578,784199,295.7,CA,4475565,5391120,7633463,8718737,37253956,37254519,39512223,50635,462617,282520,180097,74028,-203414,-129386,-76,826521,639.311249133,483.182864744,156.128384391,47.084812801,-50.146194748,-3.061381947,938883,17671
48,000,,14044792,493524,891.8,TX,2993415,4448866,5153534,5219469,25145479,25146009,28995712,367194,378663,202786,175877,65044,125640,190684,633,600693,2912.193723324,2389.230703871,522.963019448,264.406432636,449.101145563,713.507578160,957108,18582
21,000,,2072597,89014,610,KY,429573,991791,873037,709603,4339367,4339333,4467673,6520,53471,46074,7397,765,-1541,-776,-101,132667,1371.814190768,1389.211108451,-17.396917684,0.095112042,-23.534244185,-23.439132142,110600,1554
05,000,,1362649,48356,313.8,AR,276029,681223,590434,451621,2915918,2916031,3017804,8071,36640,31322,5318,268,2515,2783,-30,84011,842.735715306,919.830569275,-77.094853970,-5.245329719,-176.376756281,-181.622085976,111417,1958
18,000,,3387371,112312,303.6,IN,502624,1475931,1281352,1139908,6483802,6484051,6732219,36722,80711,62175,18536,14379,3997,18376,-190,190079,1049.217894922,938.556928073,110.660966853,89.877273873,-15.031832247,74.845441616,184589,4364
11,000,,409969,22487,5.5,DC,45805,83572,77255,280349,601723,601767,705749,4202,9493,5677,3816,2604,-2203,401,-15,38858,13.49112056,8.067954432,5.423166129,3.700713993,-3.130826777,0.569887216,17369,646
44,000,,555554,19786,16.3,RI,87994,207007,194223,243964,1052567,1052964,1059361,1074,10481,9802,679,3645,-3215,430,-35,40901,42.551670415,49.369269779,-6.817599364,9.045208177,-10.449448222,-1.404240045,28457,1175
27,000,,3109661,100496,343.9,MN,262401,930058,1216521,1322782,5303925,5303927,5639632,33383,67642,43200,24442,9113,65,9178,-237,130567,1009.370780937,836.626533981,172.744246955,72.387282625,-113.771528367,-41.384245777,150436,2475
36,000,,5445195,216139,248.6,NY,750631,2134634,2126686,2670893,11202969,11203113,11116744,-23526,115721,102756,12965,11935,-48383,-36448,-43,385973,558.854815599,567.795830750,-8.941015150,33.537842068,-246.244921887,-212.707079818,245603,9161
28,000,,1276119,69226,520.9,MS,316345,596564,625228,429177,2967297,2968130,2976149,-4871,35978,31536,4442,1429,-10740,-9311,-2,93382,981.656813189,949.828155274,31.828657915,24.363374015,-488.662664853,-464.299290840,120500,3348
22,000,,2095456,101169,357.8,LA,471960,1055768,842620,737593,4533372,4533487,4648794,-10896,58498,46343,12155,3040,-26045,-23005,-46,128857,775.281434639,695.052657045,80.228777592,17.711354296,-462.30493856,-444.593584243,183017,5712
08,000,,3148766,86668,182,CO,322718,803431,1117551,1504892,5029196,5029319,5758736,67449,64524,39116,25408,10523,31335,41858,183,119141,598.811888290,485.661929981,113.149958307,77.484355380,210.969999767,288.454355139,110640,2312
01,001,Autauga County,26172,714,2.7,AL,4204,12119,10552,10291,54571,54597,55869,336,624,541,83,-16,270,254,-1,455,11.202671406,9.712572485,1.490098921,-0.287247985,4.847309743,4.560061758,2173,31
01,003,Baldwin County,97328,2653,2.7,AL,14310,40579,46025,46075,182265,182265,223234,5379,2304,2326,-22,80,5297,5377,24,2170,10.446871266,10.546624377,-0.099753111,0.362738586,24.017828601,24.380567187,6966,71
01,005,Barbour County,8537,324,3.8,AL,4901,6486,4566,2220,27457,27455,24686,-186,256,312,-56,13,-141,-128,-2,2812,10.331328948,12.591307155,-2.259978207,0.524637798,-5.690302272,-5.165664474,1061,9
01,007,Bibb County,8685,266,3.1,AL,2650,7471,3846,1813,22915,22915,22394,27,240,252,-12,10,31,41,-2,2148,10.723621009,11.25980206,-0.53618105,0.446817542,1.385134380,1.831951922,878,15
01,009,Blount County,25331,676,2.7,AL,7861,13489,13267,5010,57322,57322,57826,55,651,657,-6,6,59,65,-4,489,11.263268078,11.367077,-0.103808922,0.103808922,1.020787737,1.124596659,2095,25
01,011,Bullock County,4818,175,3.6,AL,1760,2817,1582,945,10914,10911,10101,-73,109,109,0,-1,-72,-73,0,1663,10.75215783,10.75215783,0,-0.09864365,-7.102342787,-7.200986436,655,17
01,013,Butler County,9263,338,3.6,AL,2141,6091,3421,2235,20947,20940,19448,-183,213,272,-59,18,-141,-123,-1,333,10.90099542,13.920519972,-3.019524553,0.921210880,-7.216151897,-6.294941017,1024,41
01,015,Calhoun County,46209,1635,3.5,AL,12620,25653,26643,14219,118572,118526,113605,-726,1269,1532,-263,14,-475,-461,-2,2833,11.134704478,13.442369788,-2.30766531,0.122841499,-4.167836586,-4.044995086,4892,65
01,017,Chambers County,15748,462,2.9,AL,4383,9060,7003,3118,34215,34169,33254,-346,354,441,-87,6,-265,-259,0,458,10.590241422,13.192927873,-2.602686451,0.179495617,-7.927723098,-7.748227481,1392,47
01,019,Cherokee County,11604,338,2.9,AL,3692,7157,5417,2407,25989,25979,26196,182,222,343,-121,-3,306,303,0,290,8.504117985,13.139245355,-4.63512737,-0.114920513,11.721892358,11.606971844,787,15
01,021,Chilton County,19818,538,2.7,AL,5302,13125,7147,4219,43643,43632,44428,265,551,503,48,35,184,219,-2,393,12.439186825,11.355555305,1.083631520,0.790147983,4.153920827,4.944068811,1946,33
01,023,Choctaw County,4670,218,4.7,AL,1754,3606,2851,1225,13859,13858,12589,-244,133,176,-43,-2,-199,-201,0,129,10.463378176,13.84627488,-3.382896704,-0.157344033,-15.65573126,-15.81307529,395,12
01,025,Clarke County,7557,436,5.8,AL,3175,7372,4205,2118,25833,25833,23622,-296,266,324,-58,-5,-232,-237,-1,280,11.190576357,13.630626841,-2.440050484,-0.21034918,-9.760201935,-9.970551115,1406,17
01,027,Clay County,6101,183,3,AL,2275,3366,2700,944,13932,13930,13235,-59,143,187,-44,-2,-12,-14,-1,255,10.780655132,14.097779788,-3.317124656,-0.150778393,-0.904670361,-1.055448754,776,12
01,029,Cleburne County,5806,183,3.2,AL,2364,4135,2518,1428,14972,14972,14910,-100,187,189,-2,-11,-86,-97,-1,178,12.5,12.63368984,-0.13368984,-0.735294118,-5.748663102,-6.483957219,590,9
01,031,Coffee County,21402,623,2.9,AL,4833,9723,12181,8175,49948,49955,52342,392,599,570,29,34,334,368,-5,498,11.486978867,10.930848004,0.556130863,0.652015495,6.405093392,7.057108887,1878,11
01,033,Colbert County,23646,885,3.7,AL,6016,13927,11459,7236,54428,54428,55241,237,630,719,-89,73,256,329,-3,474,11.429089755,13.04367545,-1.614585695,1.324323099,4.644201551,5.968524650,2307,32
01,035,Conecuh County,4533,180,4,AL,1703,4315,1881,949,13228,13236,12067,-225,123,182,-59,1,-167,-166,0,45,10.098936738,14.943142165,-4.844205427,0.082105177,-13.71156451,-13.62945934,577,13
01,037,Coosa County,4549,135,3,AL,1675,3178,2424,953,11539,11756,10663,20,89,122,-33,13,42,55,-2,196,8.354454144,11.452173097,-3.097718952,1.220313527,3.942551394,5.162864921,223,3
01,039,Covington County,15653,534,3.4,AL,4530,9368,8588,3952,37765,37762,37049,96,413,543,-130,-5,235,230,-4,575,11.16186049,14.675279047,-3.513418556,-0.135131483,6.351179698,6.216048215,1892,30
01,041,Crenshaw County,6476,183,2.8,AL,2091,3753,2326,1505,13906,13893,13772,-53,137,179,-42,3,-14,-11,0,132,9.928615429,12.972424539,-3.04380911,0.217414936,-1.014603037,-0.7971881,621,30
01,043,Cullman County,38646,998,2.6,AL,10405,20382,18559,7866,80406,80406,83768,350,990,1050,-60,34,380,414,-4,1027,11.84309691,12.560860359,-0.717763449,0.406732621,4.545835178,4.952567799,2831,25
01,045,Dale County,20724,642,3.1,AL,4732,10924,12036,5690,50251,50251,49172,29,648,546,102,18,-89,-71,-2,941,13.1821187,11.107155571,2.074963129,0.366169964,-1.810507044,-1.44433708,1926,52
01,047,Dallas County,14711,807,5.5,AL,5135,9368,8076,4021,43820,43813,37196,-1098,438,542,-104,5,-1002,-997,3,853,11.604185985,14.359517817,-2.755331832,0.132467876,-26.54656246,-26.41409458,1907,27
01,049,DeKalb County,31052,870,2.8,AL,12394,15956,13441,6085,71109,71120,71513,106,795,819,-24,44,90,134,-4,782,11.125104954,11.460957179,-0.335852225,0.615729079,1.259445844,1.875174923,3691,30
01,051,Elmore County,37565,979,2.6,AL,7594,18304,16197,13664,79303,79272,81209,198,932,821,111,25,67,92,-5,4147,11.490568364,10.122056467,1.368511897,0.308223400,0.826038713,1.134262113,3314,59
01,053,Escambia County,14762,514,3.5,AL,4792,11546,6340,3287,38319,38320,36633,109,420,474,-54,-1,166,165,-2,2472,11.482154818,12.958431866,-1.476277048,-0.027338464,4.538184999,4.510846535,1768,31
01,055,Etowah County,42723,1428,3.3,AL,11147,23665,24416,12767,104430,104429,102268,-343,1175,1487,-312,37,-62,-25,-6,2085,11.470184841,14.515884986,-3.045700145,0.361188799,-0.605235285,-0.244046486,4530,54
01,057,Fayette County,6579,207,3.1,AL,2060,4868,3273,1516,17241,17235,16302,-143,174,225,-51,5,-97,-92,0,291,10.626927657,13.741716798,-3.114789141,0.305371484,-5.924206798,-5.618835313,608,14
01,059,Franklin County,14696,405,2.8,AL,4835,7666,5632,2679,31704,31709,31362,64,432,367,65,29,-28,1,-2,272,13.788700926,11.714012129,2.074688797,0.925630386,-0.893712097,0.031918289,2185,32
01,061,Geneva County,11045,320,2.9,AL,3891,6924,5720,2063,26790,26781,26271,-35,278,365,-87,-7,62,55,-3,229,10.57496624,13.884398121,-3.309431881,-0.266276128,2.358445708,2.092169580,975,7
01,063,Greene County,2883,161,5.6,AL,1406,2149,1689,589,9045,9039,8111,-98,96,93,3,0,-101,-101,0,45,11.764705882,11.397058824,0.367647059,0,-12.37745098,-12.37745098,351,17
01,065,Hale County,6119,241,3.9,AL,1647,4292,2711,1421,15760,15762,14651,-98,190,181,9,-3,-103,-106,-1,221,12.925170068,12.31292517,0.612244898,-0.204081633,-7.006802721,-7.210884354,796,30
01,067,Henry County,6944,247,3.6,AL,2412,4081,3487,2187,17302,17299,17205,32,167,213,-46,-1,79,78,0,199,9.715515737,12.39164582,-2.676130083,-0.058176741,4.595962534,4.537785793,747,6
01,069,Houston County,46234,1390,3,AL,10261,22680,23681,15076,101547,101560,105882,1112,1304,1137,167,11,936,947,-2,1415,12.380608777,10.795055352,1.585553425,0.104437651,8.886694643,8.991132294,4320,35
01,071,Jackson County,23484,772,3.3,AL,6526,15181,10238,5280,53227,53223,51626,5,562,675,-113,-7,128,121,-3,597,10.886514862,13.075440449,-2.188925586,-0.13559716,2.479490929,2.343893769,2347,19
01,073,Jefferson County,318755,9091,2.9,AL,46025,120037,137208,145462,658466,658567,658573,-856,8422,7343,1079,460,-2375,-1915,-20,16663,12.779950258,11.142623456,1.637326802,0.698026255,-3.603939903,-2.905913648,24472,388
01,075,Lamar County,5849,179,3.1,AL,1741,3950,2967,1235,14564,14564,13805,-77,159,172,-13,-1,-64,-65,1,217,11.485534727,12.424603605,-0.939068877,-0.072236067,-4.623108318,-4.695344385,534,6
01,077,Lauderdale County,42548,1388,3.3,AL,7979,22812,17453,15185,92709,92709,92729,125,876,1136,-260,35,355,390,-5,2280,9.453254412,12.259014854,-2.805760442,0.377698521,3.830942142,4.208640663,2743,43
01,079,Lawrence County,14306,447,3.1,AL,4919,9710,6028,2738,34339,34337,32924,-17,349,428,-79,-3,69,66,-4,229,10.597434146,12.99628027,-2.398846125,-0.091095422,2.095194716,2.004099294,941,33
01,081,Lee County,76580,2080,2.7,AL,9049,22855,30707,32377,140247,140287,164542,886,1825,1133,692,303,-112,191,3,4913,11.121335292,6.904368704,4.216966587,1.846446353,-0.682514823,1.163931529,6715,65
01,083,Limestone County,43854,1154,2.6,AL,10123,19463,18341,16367,82782,82786,98915,2738,1014,864,150,32,2545,2577,11,2648,10.395095647,8.857359605,1.537736042,0.328050356,26.090254854,26.41830521,3108,34
01,085,Lowndes County,3587,204,5.7,AL,1588,2722,1750,996,11299,11296,9726,-248,116,141,-25,-1,-223,-224,1,96,11.776649746,14.314720812,-2.538071066,-0.101522843,-22.63959391,-22.74111675,728,29
01,087,Macon County,7850,337,4.3,AL,2215,3658,3752,2510,21452,21448,18068,-253,172,264,-92,1,-162,-161,0,1597,9.453406249,14.509879359,-5.05647311,0.054961664,-8.903789607,-8.848827943,565,21
01,089,Madison County,185219,4714,2.5,AL,21617,50768,69750,101650,334811,334807,372909,5905,4242,3305,937,230,4721,4951,17,8940,11.46621292,8.933482720,2.532730199,0.621694713,12.760959734,13.382654447,9787,101
01,091,Marengo County,7694,271,3.5,AL,2192,5378,3869,2084,21027,21048,18863,-193,209,276,-67,3,-129,-126,0,254,11.023497455,14.557345922,-3.533848466,0.158232021,-6.803976898,-6.645744877,1066,23
01,093,Marion County,12932,446,3.4,AL,4343,7435,6770,2806,30776,30776,29709,-41,302,405,-103,3,62,65,-3,735,10.158260314,13.62283254,-3.464572226,0.100909871,2.085470660,2.186380531,1127,31
01,095,Marshall County,44085,1086,2.5,AL,12151,19818,19442,12233,93019,93019,96774,604,1395,1155,240,65,303,368,-4,1045,14.460154242,11.97238577,2.487768472,0.673770628,3.140807695,3.814578323,4570,52
01,097,Mobile County,189107,7024,3.7,AL,38247,92986,82763,63703,412992,413139,413210,-698,5443,4576,867,266,-1821,-1555,-10,7390,13.161362708,11.064926649,2.096436059,0.643197222,-4.403241134,-3.760043912,17298,322
01,099,Monroe County,7329,356,4.9,AL,2409,6805,3464,2078,23068,23067,20733,-329,199,278,-79,-2,-249,-251,1,230,9.522670176,13.303026678,-3.780356502,-0.095705228,-11.91530087,-12.0110061,668,10
01,101,Montgomery County,105777,3260,3.1,AL,21646,38289,41976,48131,229363,229375,226486,-18,3058,2164,894,321,-1235,-914,2,9302,13.501401797,9.554294797,3.947107000,1.417249829,-5.452658999,-4.03540917,10702,210
01,103,Morgan County,58271,1500,2.6,AL,13706,24350,26356,17849,119490,119490,119679,476,1402,1316,86,113,285,398,-8,2002,11.73801291,11.017992147,0.720020763,0.946073794,2.386115321,3.332189114,4523,36
01,105,Perry County,3413,178,5.2,AL,1275,2293,1334,913,10591,10575,8923,-147,95,121,-26,2,-124,-122,1,709,10.559662091,13.449674874,-2.890012783,0.222308676,-13.78313789,-13.56082921,606,6
01,107,Pickens County,7923,276,3.5,AL,2829,5352,4425,1959,19746,19746,19930,-50,205,235,-30,14,-33,-19,-1,1878,10.273114508,11.776497119,-1.503382611,0.701578552,-1.653720872,-0.95214232,929,18
01,109,Pike County,15428,504,3.3,AL,3660,6405,4657,4536,32899,32901,33114,-128,345,339,6,79,-210,-131,-3,2204,10.398456809,10.217614082,0.180842727,2.381095907,-6.329495449,-3.948399542,1385,14
01,111,Randolph County,9639,292,3,AL,3340,5719,4329,2350,22913,22916,22722,-5,254,285,-31,-6,33,27,-1,390,11.177363638,12.541530067,-1.364166428,-0.264032212,1.452177166,1.188144954,865,16
01,113,Russell County,23896,698,2.9,AL,6495,12583,13434,6438,52947,52963,57961,177,810,608,202,-49,26,-23,-2,574,13.996284937,10.505853385,3.490431552,-0.846688842,0.449263467,-0.397425375,2007,3
01,115,St. Clair County,40532,1091,2.7,AL,9255,21865,19587,9991,83593,83350,89512,858,983,975,8,23,828,851,-1,1582,11.034653076,10.944849186,0.089803891,0.258186186,9.294702693,9.552888879,3240,43
01,117,Shelby County,115939,2525,2.2,AL,11258,29106,42634,60424,195085,195253,217702,2119,2237,1626,611,137,1381,1518,-10,2416,10.325767105,7.505452531,2.820314574,0.632378227,6.374557162,7.006935389,7788,70
01,119,Sumter County,4854,219,4.5,AL,1238,2969,1936,1715,13763,13763,12427,-207,136,163,-27,27,-207,-180,0,916,10.853517418,13.008259846,-2.154742428,2.154742429,-16.51969195,-14.36494952,488,21
01,121,Talladega County,35769,1213,3.4,AL,10671,19607,17827,8017,82291,82353,79978,-159,844,1044,-200,32,14,46,-5,3095,10.542422634,13.040627049,-2.498204416,0.399712707,0.174874309,0.574587016,2808,38
01,123,Tallapoosa County,18652,556,3,AL,5581,9402,8355,5244,41616,41618,40367,-168,385,534,-149,2,-18,-16,-3,576,9.517688067,13.201156955,-3.683468888,0.049442535,-0.444982819,-0.395540283,1403,87
01,125,Tuscaloosa County,104964,2842,2.7,AL,14748,38097,36040,38669,194656,194667,209355,1036,2431,1872,559,221,261,482,-5,9954,11.640657546,8.963928806,2.676728741,1.058241595,1.249778535,2.308020131,10792,145
01,127,Walker County,25347,830,3.3,AL,8606,16685,14479,5204,67023,67020,63521,-148,750,969,-219,-1,75,74,-3,852,11.793379983,15.237046938,-3.443666955,-0.015724507,1.179337998,1.163613492,2966,95
01,129,Washington County,6800,313,4.6,AL,2243,4954,2996,1276,17581,17580,16326,-76,165,191,-26,14,-65,-51,1,147,10.083109264,11.671962845,-1.588853581,0.855536544,-3.972133953,-3.116597409,774,12
01,131,Wilcox County,2739,195,7.1,AL,1662,2903,1738,901,11670,11664,10373,-226,133,162,-29,0,-197,-197,0,108,12.683578104,15.449170322,-2.765592218,0,-18.78695403,-18.78695403,576,12
01,133,Winston County,10041,336,3.3,AL,3755,6420,4683,2326,24484,24488,23629,-64,243,325,-82,2,17,19,-1,301,10.270064663,13.735683192,-3.465618528,0.084527281,0.71848189,0.803009171,981,13
02,013,Aleutians East Borough,2428,68,2.8,AK,358,1061,882,336,3141,3141,3337,-58,10,9,1,43,-103,-60,1,1731,2.970885324,2.673796791,0.297088532,12.774806892,-30.60011884,-17.82531194,15,0
02,016,Aleutians West Census Area,3606,129,3.6,AK,459,1664,1309,675,5561,5561,5634,-6,38,7,31,53,-91,-38,1,2529,6.741174383,1.241795281,5.499379102,9.402164272,-16.14333866,-6.741174384,100,0
02,020,Anchorage Municipality,146949,7423,5.1,AK,11867,45753,66655,67719,291826,291836,288000,-2521,3923,1847,2076,364,-4972,-4608,11,7595,13.56216974,6.385247899,7.176921840,1.258381286,-17.18865867,-15.93027738,8508,49
02,050,Bethel Census Area,7025,905,12.9,AK,1798,4371,2314,1194,17013,17013,18386,167,403,150,253,2,-88,-86,0,327,22.018849884,8.195601694,13.82324819,0.109274689,-4.808086327,-4.698811638,485,1
02,060,Bristol Bay Borough,441,27,6.1,AK,36,225,240,144,997,997,836,-44,8,7,1,1,-46,-45,0,16,9.324009324,8.158508159,1.165501166,1.165501166,-53.61305361,-52.44755245,76,0
